WIND (KTS),40,44,48,52,56,60,64,68
15 TW,-7.9,-7.6,-7.3,-7.1,-6.8,-6.5,-6.2,-5.9
10 TW,-5.3,-5.1,-4.9,-4.7,-4.5,-4.3,-4.1,-4.0
5 TW,-2.6,-2.5,-2.4,-2.4,-2.3,-2.2,-2.1,-2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 HW,1.0,0.9,0.9,0.8,0.7,0.6,0.6,0.5
20 HW,2.0,1.9,1.8,1.6,1.4,1.3,1.2,1.0
30 HW,3.1,2.9,2.6,2.4,2.2,2.0,1.8,1.6
40 HW,4.2,3.9,3.6,3.3,3.0,2.7,2.4,2.1
