GROUND_DISTANCE_NM,100,80,60,40,20
1000,1325,1244,1173,1109,1052
1400,1843,1733,1636,1549,1471
1800,2360,2222,2099,1989,1890
2200,2876,2710,2561,2428,2309
2600,3392,3197,3023,2868,2727
3000,3907,3684,3485,3307,3146
3400,4421,4170,3947,3746,3565
3800,4934,4656,4408,4185,3983
4200,5448,5142,4869,4624,4402
4600,5961,5628,5330,5062,4820
5000,6474,6113,5791,5501,5238
